"","x","predicted","std.error","conf.low","conf.high","Site"
"1",0,4.88700021441379,0.0348694110276547,4.56416631695283,5.23266889003846,"Kigigak Island"
"2",0,5.40232765197059,0.0630113050070696,4.77469462460255,6.11246296440904,"Utqiaġvik"
"3",1,4.8054159315463,0.024061534424888,4.58405446106018,5.0374668257799,"Kigigak Island"
"4",1,5.31214041891066,0.0580911305691669,4.74047964905336,5.95273852422494,"Utqiaġvik"
"5",2,4.7251936284044,0.0215388474300245,4.52986969613536,4.92893975404239,"Kigigak Island"
"6",2,5.22345878446136,0.0574509985916981,4.6671933567628,5.8460234207848,"Utqiaġvik"
"7",3,4.6463105679031,0.0295088013076937,4.38520901512266,4.9229584767704,"Kigigak Island"
"8",3,5.13625761394344,0.0612253046038308,4.55545461592098,5.79111076742853,"Utqiaġvik"
"9",5,4.49247311802651,0.0570097610539711,4.017525948515,5.0235679806003,"Kigigak Island"
"10",5,4.96619821698951,0.078803730761537,4.25545686235636,5.79564674914202,"Utqiaġvik"
